29860,MSU,2024-11-03,28,Female,14:48,No,No,No,No,No,Yes
29861,PUPSTB,2024-11-03,38,Male,14:55,No,No,No,No,Yes,No
29862,SHS,2024-11-03,18,Female,14:40,No,No,Yes,No,No,No
29863,TMKMS,2024-11-03,22,Male,16:26,No,No,No,Yes,No,No
29864,HFM,2024-11-03,12,Male,9:04,Yes,No,No,No,No,No
29865,PNHS,2024-11-03,24,Female,8:02,No,No,No,Yes,No,No
29866,DMMC,2024-11-03,12,Male,14:32,Yes,No,No,No,No,No
29867,PUPSTB,2024-11-03,20,Male,8:58,No,No,Yes,No,No,No
29868,BNPINHS,2024-11-03,28,Male,16:48,No,No,No,No,No,Yes
29869,PINHS,2024-11-03,29,Male,14:54,No,No,No,No,Yes,No
29870,UPLS,2024-11-03,23,Male,10:12,No,No,No,Yes,No,No
29871,AMA,2024-11-03,14,Female,17:14,No,Yes,No,No,No,No
29872,LPM,2024-11-03,10,Male,8:35,Yes,No,No,No,No,No
29873,NU,2024-11-03,15,Male,16:43,No,Yes,No,No,No,No
29874,PINHS,2024-11-03,39,Female,15:34,No,No,No,No,Yes,No
29875,PLM,2024-11-03,17,Male,19:20,No,Yes,No,No,No,No
29876,PLM,2024-11-03,13,Male,8:27,No,Yes,No,No,No,No
29877,DMMC,2024-11-03,17,Male,8:28,No,Yes,No,No,No,No
29878,UST,2024-11-03,21,Female,11:14,No,No,No,Yes,No,No
29879,UBLC,2024-11-03,20,Male,13:46,No,No,Yes,No,No,No
29880,SCMRNIS,2024-11-03,16,Female,18:19,No,Yes,No,No,No,No
29881,LCSHS,2024-11-03,18,Male,15:26,No,No,Yes,No,No,No
29882,BSU Lipa,2024-11-03,14,Female,14:47,No,Yes,No,No,No,No
29883,NU,2024-11-03,16,Male,9:52,No,Yes,No,No,No,No
29884,LPM,2024-11-03,18,Male,16:55,No,No,Yes,No,No,No
29885,CSB,2024-11-03,16,Male,18:19,No,Yes,No,No,No,No
29886,SCMRNIS,2024-11-03,21,Female,19:43,No,No,No,Yes,No,No
29887,UBLC,2024-11-03,34,Female,7:29,No,No,No,No,No,Yes
29888,ICT-ED,2024-11-03,20,Female,17:28,No,No,Yes,No,No,No
29889,AUSL,2024-11-03,24,Female,10:38,No,No,No,Yes,No,No
29890,PUPSTB,2024-11-03,23,Female,18:59,No,No,No,Yes,No,No
29891,LPM,2024-11-03,24,Female,20:19,No,No,No,Yes,No,No
29892,BNPINHS,2024-11-03,35,Female,13:50,No,No,No,No,Yes,No
29893,UPLS,2024-11-03,35,Female,10:25,No,No,No,No,Yes,No
29894,PCU,2024-11-03,15,Male,16:57,No,Yes,No,No,No,No
29895,NTC,2024-11-04,23,Female,12:43,No,No,No,Yes,No,No
29896,BNPINHS,2024-11-04,23,Male,18:08,No,No,No,Yes,No,No
29897,Nazareth,2024-11-04,20,Male,14:53,No,No,Yes,No,No,No
29898,BSU Lipa,2024-11-04,28,Female,15:22,No,No,No,No,Yes,No
29899,UB,2024-11-04,21,Female,18:10,No,No,No,Yes,No,No
29900,TMA,2024-11-04,17,Male,13:24,No,Yes,No,No,No,No
29901,LMNHS,2024-11-04,11,Female,13:43,Yes,No,No,No,No,No
29902,GB,2024-11-04,13,Male,20:29,No,Yes,No,No,No,No
29903,UB,2024-11-04,22,Female,20:30,No,No,No,Yes,No,No
29904,KLL,2024-11-04,10,Male,17:53,Yes,No,No,No,No,No
29905,Tambo,2024-11-04,22,Male,16:34,No,No,No,Yes,No,No
29906,TLGA,2024-11-04,17,Female,12:58,No,Yes,No,No,No,No
29907,LCSNS,2024-11-04,34,Male,16:02,No,No,No,No,Yes,No
29908,TMKMS,2024-11-04,19,Male,17:01,No,No,Yes,No,No,No
29909,PEJ,2024-11-04,15,Female,16:25,No,Yes,No,No,No,No
29910,UST,2024-11-04,20,Male,20:36,No,No,Yes,No,No,No
29911,PUPSTB,2024-11-04,18,Male,17:33,No,No,Yes,No,No,No
29912,TLGA,2024-11-04,23,Female,9:40,No,No,No,Yes,No,No
29913,LCSNHS,2024-11-04,21,Male,18:23,No,No,No,Yes,No,No
29914,LHS,2024-11-04,10,Female,15:06,Yes,No,No,No,No,No
29915,PINHS,2024-11-04,19,Male,12:05,No,No,Yes,No,No,No
29916,STI,2024-11-04,12,Female,18:56,Yes,No,No,No,No,No
29917,DLSL,2024-11-04,20,Male,12:03,No,No,Yes,No,No,No
29918,HFM,2024-11-04,10,Male,16:06,Yes,No,No,No,No,No
29919,PLSL,2024-11-04,18,Male,14:51,No,No,Yes,No,No,No
29920,PLNHS,2024-11-04,23,Male,16:51,No,No,No,Yes,No,No
29921,PEJ,2024-11-04,14,Male,18:30,No,Yes,No,No,No,No
29922,Tambo,2024-11-04,18,Male,17:02,No,No,Yes,No,No,No
29923,AUSL,2024-11-04,19,Male,9:51,No,No,Yes,No,No,No
29924,PCU,2024-11-04,19,Female,11:04,No,No,Yes,No,No,No
29925,STI,2024-11-04,22,Male,8:43,No,No,No,Yes,No,No
29926,BINHS,2024-11-05,20,Male,17:21,No,No,No,Yes,No,No
29927,BSU Lipa,2024-11-05,11,Female,16:38,Yes,No,No,No,No,No
29928,BSU,2024-11-05,20,Male,14:56,No,No,Yes,No,No,No
29929,LodlodNHS,2024-11-05,35,Female,7:39,No,No,No,No,Yes,No
29930,kLL,2024-11-05,16,Female,13:18,No,Yes,No,No,No,No
29931,PNHS,2024-11-05,14,Male,7:34,No,Yes,No,No,No,No
29932,Mabini,2024-11-05,18,Male,11:24,No,No,Yes,No,No,No
29933,LCSINHS,2024-11-05,21,Male,14:20,No,No,No,Yes,No,No
29934,LCSNHS,2024-11-05,14,Female,7:00,No,Yes,No,No,No,No
29935,IMINHS,2024-11-05,10,Female,16:26,Yes,No,No,No,No,No
29936,PHILSCA,2024-11-05,18,Female,13:30,No,No,Yes,No,No,No
29937,IMINHS,2024-11-05,20,Male,13:48,No,No,Yes,No,No,No
29938,PCU,2024-11-05,20,Male,20:19,No,No,No,Yes,No,No
29939,LCSNHS,2024-11-05,21,Female,9:36,No,No,No,Yes,No,No
29940,TMKMS,2024-11-05,14,Male,13:26,No,Yes,No,No,No,No
29941,BINHS,2024-11-05,20,Male,20:19,No,No,Yes,No,No,No
29942,UPD,2024-11-05,21,Female,7:19,No,No,No,Yes,No,No
29943,kLL,2024-11-05,18,Male,9:00,No,No,Yes,No,No,No
29944,LodlodNHS,2024-11-05,20,Male,20:34,No,No,Yes,No,No,No
29945,MNHS,2024-11-05,13,Male,7:45,No,Yes,No,No,No,No
29946,FEU,2024-11-05,23,Female,15:02,No,No,No,Yes,No,No
29947,PNHS,2024-11-05,12,Male,19:10,Yes,No,No,No,No,No
29948,PLM,2024-11-05,14,Female,20:13,No,Yes,No,No,No,No
29949,AUSL,2024-11-05,12,Male,20:56,Yes,No,No,No,No,No
29950,National,2024-11-05,21,Female,17:14,No,No,No,Yes,No,No
29951,DLSL,2024-11-05,22,Male,19:09,No,No,No,Yes,No,No
29952,National,2024-11-05,16,Female,7:05,No,Yes,No,No,No,No
29953,HFM,2024-11-05,16,Female,18:25,No,Yes,No,No,No,No
29954,SCMRNIS,2024-11-05,20,Female,7:48,No,No,No,Yes,No,No
29955,PLM,2024-11-05,10,Male,13:05,Yes,No,No,No,No,No
29956,AMA,2024-11-05,20,Female,20:33,No,No,Yes,No,No,No
29957,FEU,2024-11-05,38,Female,18:26,No,No,No,No,No,Yes
29958,LPU,2024-11-05,23,Male,17:05,No,No,No,Yes,No,No
29959,IMNHS,2024-11-05,11,Female,17:11,Yes,No,No,No,No,No
29960,INES,2024-11-05,21,Male,9:44,No,No,No,Yes,No,No
29961,UPLB,2024-11-05,11,Male,20:51,Yes,No,No,No,No,No
29962,BNPINHS,2024-11-05,39,Female,19:46,No,No,No,No,No,Yes
29963,UST,2024-11-05,18,Female,10:11,No,No,Yes,No,No,No
29964,PLSL,2024-11-06,20,Female,11:15,No,No,Yes,No,No,No
29965,UPD,2024-11-06,20,Male,11:52,No,No,Yes,No,No,No
29966,NU,2024-11-06,12,Male,8:26,Yes,No,No,No,No,No
29967,HFM,2024-11-06,23,Female,10:25,No,No,No,Yes,No,No
29968,PEJ,2024-11-06,11,Male,9:35,Yes,No,No,No,No,No
29969,UPLS,2024-11-06,19,Female,13:03,No,No,Yes,No,No,No
29970,LodlodNHS,2024-11-06,20,Male,12:32,No,No,Yes,No,No,No
29971,BSU Lipa,2024-11-06,16,Female,19:09,No,Yes,No,No,No,No
29972,UPLS,2024-11-06,18,Male,17:24,No,No,Yes,No,No,No
29973,SCMRNIS,2024-11-06,20,Female,17:09,No,No,Yes,No,No,No
29974,BSU Lipa,2024-11-06,19,Male,19:39,No,No,Yes,No,No,No
29975,National,2024-11-06,11,Female,11:18,Yes,No,No,No,No,No
29976,Mabini,2024-11-06,12,Male,18:33,Yes,No,No,No,No,No
29977,BSU Lipa,2024-11-06,19,Male,15:13,No,No,Yes,No,No,No
29978,DMMC,2024-11-06,14,Male,18:46,No,Yes,No,No,No,No
29979,AMA,2024-11-06,15,Female,9:30,No,Yes,No,No,No,No
29980,TMKMS,2024-11-06,17,Female,9:21,No,Yes,No,No,No,No
29981,LNCHS,2024-11-06,13,Female,17:11,No,Yes,No,No,No,No
29982,CQIS,2024-11-06,13,Female,14:53,No,Yes,No,No,No,No
29983,BSU,2024-11-06,24,Female,11:23,No,No,No,Yes,No,No
29984,STI,2024-11-06,17,Male,15:25,No,Yes,No,No,No,No
29985,ADMU,2024-11-06,12,Male,9:39,Yes,No,No,No,No,No
29986,TMKMS,2024-11-06,16,Male,16:45,No,Yes,No,No,No,No
29987,UPLB,2024-11-06,24,Female,19:46,No,No,No,Yes,No,No
29988,BSU Lipa,2024-11-06,22,Female,9:46,No,No,No,Yes,No,No
29989,PNHS,2024-11-06,11,Male,11:08,Yes,No,No,No,No,No
29990,PUP-STB,2024-11-06,23,Male,7:19,No,No,No,Yes,No,No
29991,Tambo,2024-11-06,21,Female,17:48,No,No,No,Yes,No,No
29992,TML,2024-11-06,17,Male,9:13,No,Yes,No,No,No,No
29993,FABINHS,2024-11-06,16,Female,14:36,No,Yes,No,No,No,No
29994,BNPINHS,2024-11-06,35,Male,10:43,No,No,No,No,Yes,No
29995,FEU,2024-11-06,18,Female,9:58,No,No,Yes,No,No,No
29996,APEC,2024-11-06,10,Female,9:50,Yes,No,No,No,No,No
29997,PHILSCA,2024-11-06,20,Female,16:32,No,No,No,Yes,No,No
29998,LPU,2024-11-06,18,Male,14:40,No,No,Yes,No,No,No
29999,NU Lipa,2024-11-06,24,Male,7:11,No,No,No,Yes,No,No
30000,Nazareth,2024-11-06,19,Male,14:45,No,No,Yes,No,No,No
30001,SHS,2024-11-06,37,Female,12:15,No,No,No,No,No,Yes
30002,Philsca,2024-11-06,14,Female,16:38,No,Yes,No,No,No,No
30003,BSU Lipa,2024-11-06,22,Female,20:38,No,No,No,Yes,No,No
30004,ADMU,2024-11-06,24,Male,10:44,No,No,No,Yes,No,No
30005,NU,2024-11-06,22,Female,13:36,No,No,No,Yes,No,No
30006,LCSINHS,2024-11-06,23,Female,7:49,No,No,No,Yes,No,No
30007,LMNHS,2024-11-06,35,Male,9:01,No,No,No,No,Yes,No
30008,SCMRNIS,2024-11-06,26,Male,16:41,No,No,No,No,Yes,No
30009,MNHS,2024-11-07,20,Female,14:00,No,No,Yes,No,No,No
30010,PLSL,2024-11-07,18,Male,19:53,No,No,Yes,No,No,No
30011,PUPSTB,2024-11-07,26,Female,17:05,No,No,No,No,Yes,No
30012,INES,2024-11-07,14,Female,10:49,No,Yes,No,No,No,No
30013,TMA,2024-11-07,20,Female,11:03,No,No,Yes,No,No,No
30014,CSB,2024-11-07,16,Male,16:23,No,Yes,No,No,No,No
30015,SHS,2024-11-07,29,Female,13:46,No,No,No,No,No,Yes
30016,BSU Lipa,2024-11-07,19,Female,17:37,No,No,Yes,No,No,No
30017,LCSNHS,2024-11-07,20,Female,7:05,No,No,Yes,No,No,No
30018,APEC,2024-11-07,10,Female,18:46,Yes,No,No,No,No,No
30019,DMMC,2024-11-07,19,Female,7:56,No,No,Yes,No,No,No
30020,bsu,2024-11-07,10,Female,17:58,Yes,No,No,No,No,No
30021,TLGA,2024-11-07,22,Female,19:10,No,No,No,Yes,No,No
30022,PNHS,2024-11-07,16,Male,14:31,No,Yes,No,No,No,No
30023,IMNHS,2024-11-07,36,Male,8:17,No,No,No,No,Yes,No
30024,TMA,2024-11-07,21,Female,10:09,No,No,No,Yes,No,No
30025,APEC,2024-11-07,22,Female,11:59,No,No,No,Yes,No,No
30026,TMA,2024-11-07,20,Male,15:07,No,No,Yes,No,No,No
30027,PCU,2024-11-07,35,Male,9:27,No,No,No,No,No,Yes
30028,NU Lipa,2024-11-07,21,Female,18:44,No,No,No,Yes,No,No
30029,SCMRNIS,2024-11-07,12,Female,11:49,Yes,No,No,No,No,No
30030,NU,2024-11-07,23,Male,7:50,No,No,No,Yes,No,No
30031,INES,2024-11-07,28,Male,10:43,No,No,No,No,Yes,No
30032,LCNHS,2024-11-07,14,Female,7:36,No,Yes,No,No,No,No
30033,GB,2024-11-07,22,Female,13:10,No,No,No,Yes,No,No
30034,DLSL,2024-11-07,20,Female,9:04,No,No,Yes,No,No,No
30035,Tambo,2024-11-07,16,Male,15:05,No,Yes,No,No,No,No
30036,MSU,2024-11-07,17,Male,9:10,No,Yes,No,No,No,No
30037,FAITH,2024-11-07,19,Female,8:18,No,No,Yes,No,No,No
30038,FEU,2024-11-07,18,Female,18:30,No,No,Yes,No,No,No
30039,PHILSCA,2024-11-07,14,Male,7:34,No,Yes,No,No,No,No
30040,FEU,2024-11-07,20,Male,15:39,No,No,Yes,No,No,No
30041,NU,2024-11-08,24,Male,12:32,No,No,No,Yes,No,No
30042,Bugtong,2024-11-08,16,Female,15:25,No,Yes,No,No,No,No
30043,TMA,2024-11-08,13,Female,20:28,No,Yes,No,No,No,No
30044,Tambo,2024-11-08,38,Female,20:01,No,No,No,No,No,Yes
30045,LCSHS,2024-11-08,20,Female,19:18,No,No,Yes,No,No,No
30046,LNCHS,2024-11-08,24,Male,16:06,No,No,No,Yes,No,No
30047,PUPSTB,2024-11-08,20,Male,8:05,No,No,Yes,No,No,No
30048,DMMC,2024-11-08,22,Male,19:12,No,No,No,Yes,No,No
30049,PLSL,2024-11-08,17,Female,8:23,No,Yes,No,No,No,No
30050,LCSNHS,2024-11-08,11,Female,17:36,Yes,No,No,No,No,No
30051,DLSL,2024-11-08,37,Female,13:29,No,No,No,No,No,Yes
30052,FAITH,2024-11-08,15,Female,9:27,No,Yes,No,No,No,No
30053,PINHS,2024-11-08,14,Male,8:25,No,Yes,No,No,No,No
30054,TLGA,2024-11-08,23,Female,20:16,No,No,No,Yes,No,No
30055,RBC,2024-11-08,26,Female,7:49,No,No,No,No,Yes,No
30056,UPLB,2024-11-08,12,Male,18:09,Yes,No,No,No,No,No
30057,LHS,2024-11-08,17,Male,14:01,No,Yes,No,No,No,No
30058,PINHS,2024-11-08,11,Female,17:48,Yes,No,No,No,No,No
30059,LCSNHS,2024-11-08,21,Female,15:43,No,No,No,Yes,No,No
30060,INES,2024-11-08,17,Female,11:00,No,Yes,No,No,No,No
30061,SHS,2024-11-08,19,Female,15:31,No,No,Yes,No,No,No
30062,MNHS,2024-11-08,14,Female,15:28,No,Yes,No,No,No,No
30063,kLL,2024-11-08,23,Female,10:55,No,No,No,Yes,No,No
30064,PNHS,2024-11-09,12,Female,16:01,Yes,No,No,No,No,No
30065,PCU,2024-11-09,10,Male,14:39,Yes,No,No,No,No,No
30066,RBC,2024-11-09,22,Male,17:33,No,No,No,Yes,No,No
30067,MNHS,2024-11-09,24,Female,11:16,No,No,No,Yes,No,No
30068,PLSL,2024-11-09,20,Male,18:01,No,No,Yes,No,No,No
30069,UC,2024-11-09,15,Female,14:46,No,Yes,No,No,No,No
30070,LPM,2024-11-09,13,Female,17:08,No,Yes,No,No,No,No
30071,UST,2024-11-09,10,Male,8:43,Yes,No,No,No,No,No
30072,PLNHS,2024-11-09,19,Female,15:39,No,No,Yes,No,No,No
30073,UBLC,2024-11-09,13,Male,20:32,No,Yes,No,No,No,No
30074,LCSNHS,2024-11-09,20,Female,13:23,No,No,No,Yes,No,No
30075,DLSL,2024-11-10,39,Male,17:33,No,No,No,No,No,Yes
30076,CQIS,2024-11-10,38,Male,9:10,No,No,No,No,No,Yes
30077,BSU Lipa,2024-11-10,12,Female,9:08,Yes,No,No,No,No,No
30078,PHILSCA,2024-11-10,24,Female,9:15,No,No,No,Yes,No,No
30079,STI,2024-11-10,11,Female,16:13,Yes,No,No,No,No,No
30080,INES,2024-11-10,15,Male,18:37,No,Yes,No,No,No,No
30081,LCSNHS,2024-11-10,23,Male,8:16,No,No,No,Yes,No,No
30082,PUPSTB,2024-11-10,10,Female,11:26,Yes,No,No,No,No,No
30083,National,2024-11-10,32,Female,16:43,No,No,No,No,Yes,No
30084,MNHS,2024-11-10,39,Female,13:27,No,No,No,No,No,Yes
30085,SHS,2024-11-10,11,Female,13:13,Yes,No,No,No,No,No
30086,APEC,2024-11-10,18,Male,11:29,No,No,Yes,No,No,No
30087,IMNHS,2024-11-10,18,Female,18:28,No,No,Yes,No,No,No
30088,Tambo,2024-11-10,21,Female,19:48,No,No,No,Yes,No,No
30089,LCC,2024-11-10,11,Male,9:00,Yes,No,No,No,No,No
30090,KLL,2024-11-10,16,Male,18:56,No,Yes,No,No,No,No
30091,Philsca,2024-11-10,20,Female,10:45,No,No,Yes,No,No,No
30092,UST,2024-11-10,12,Male,15:37,Yes,No,No,No,No,No
30093,UC,2024-11-10,33,Female,7:06,No,No,No,No,Yes,No
30094,PLNHS,2024-11-10,19,Female,11:09,No,No,Yes,No,No,No
30095,GB,2024-11-10,21,Female,20:25,No,No,No,Yes,No,No
30096,PCU,2024-11-10,19,Female,13:31,No,No,Yes,No,No,No
30097,KLL,2024-11-10,13,Male,20:20,No,Yes,No,No,No,No
30098,AMA,2024-11-10,34,Female,10:40,No,No,No,No,No,Yes
30099,PLNHS,2024-11-10,19,Female,12:21,No,No,Yes,No,No,No
30100,LCSNHS,2024-11-10,21,Male,19:22,No,No,No,Yes,No,No
30101,LMNHS,2024-11-10,11,Female,12:40,Yes,No,No,No,No,No
30102,LPU,2024-11-10,12,Female,19:49,Yes,No,No,No,No,No
30103,MSU,2024-11-10,15,Female,13:15,No,Yes,No,No,No,No
30104,ICT-ED,2024-11-11,19,Male,9:23,No,No,Yes,No,No,No
30105,FAITH,2024-11-11,10,Female,7:49,Yes,No,No,No,No,No
30106,BSU,2024-11-11,20,Female,8:49,No,No,Yes,No,No,No
30107,LodlodNHS,2024-11-11,16,Female,16:30,No,Yes,No,No,No,No
30108,Tambo,2024-11-11,24,Male,12:28,No,No,No,Yes,No,No
30109,TLGA,2024-11-11,20,Female,15:37,No,No,Yes,No,No,No
30110,Nazareth,2024-11-11,15,Female,18:06,No,Yes,No,No,No,No
30111,NU Lipa,2024-11-11,21,Male,19:37,No,No,No,Yes,No,No
30112,Philsca,2024-11-11,20,Male,14:59,No,No,Yes,No,No,No
30113,LCC,2024-11-11,18,Male,17:42,No,No,Yes,No,No,No
30114,SHS,2024-11-11,19,Female,12:28,No,No,Yes,No,No,No
30115,BSU Lipa,2024-11-11,15,Female,9:38,No,Yes,No,No,No,No
30116,FABINHS,2024-11-11,29,Male,10:36,No,No,No,No,No,Yes
30117,AUSC,2024-11-11,11,Female,9:35,Yes,No,No,No,No,No
30118,RBC,2024-11-11,18,Female,14:02,No,No,Yes,No,No,No
30119,SCMRNIS,2024-11-11,10,Female,17:13,Yes,No,No,No,No,No
30120,DLSL,2024-11-11,20,Male,20:27,No,No,No,Yes,No,No
30121,DLSL,2024-11-11,15,Female,11:17,No,Yes,No,No,No,No
30122,SCMRNIS,2024-11-12,20,Female,12:04,No,No,No,Yes,No,No
30123,UPD,2024-11-12,23,Female,16:15,No,No,No,Yes,No,No
30124,TMKMS,2024-11-12,22,Female,13:36,No,No,No,Yes,No,No
30125,FAITH,2024-11-12,23,Male,7:25,No,No,No,Yes,No,No
